Symbol,Name,Country,IPO Year,Volume,Sector,Industry
cnxn,PC Connection Inc.,United States,NA,54602,Technology,Retail: Computer Software & Peripheral Equipment
cocp,Cocrystal Pharma Inc.,United States,NA,382997,Health Care,Major Pharmaceuticals
codx,Co-Diagnostics Inc.,United States,2017,570185,Health Care,Medical/Dental Instruments
cofs,ChoiceOne Financial Services Inc.,United States,NA,25438,Finance,Major Banks
cogt,Cogent Biosciences Inc.,United States,2018,116448,Health Care,Major Pharmaceuticals
cohr,Coherent Inc.,United States,NA,348511,Capital Goods,Biotechnology: Laboratory Analytical Instruments
cohu,Cohu Inc.,United States,NA,340097,Capital Goods,Electrical Products
coin,Coinbase Global Inc. Class A,United States,NA,9872500,Technology,EDP Services
coke,Coca-Cola Consolidated Inc.,United States,1972,17958,Consumer Non-Durables,Beverages (Production/Distribution)
colb,Columbia Banking System Inc.,United States,1992,462622,Finance,Major Banks
coli,Colicity Inc. Class A,United States,2021,57766,NA,NA
coll,Collegium Pharmaceutical Inc.,United States,2015,188358,Health Care,Major Pharmaceuticals
colm,Columbia Sportswear Company,United States,1998,531605,Consumer Non-Durables,Apparel
comm,CommScope Holding Company Inc.,United States,2013,1281078,Technology,Radio And Television Broadcasting And Communications Equipment
coms,ComSovereign Holding Corp.,United States,NA,773568,Consumer Services,Telecommunications Equipment
cone,CyrusOne Inc,United States,2013,692869,Consumer Services,Real Estate Investment Trusts
conn,Conn's Inc.,United States,2003,296410,Consumer Services,Consumer Electronics/Video Chains
conx,CONX Corp. Class A,United States,2020,252849,NA,NA
coop,Mr. Cooper Group Inc.,United States,NA,675939,Finance,Finance: Consumer Services
core,Core Mark Holding Co Inc,United States,NA,232913,Consumer Non-Durables,Food Distributors
cort,Corcept Therapeutics Incorporated,United States,2004,634587,Health Care,Major Pharmaceuticals
coup,Coupa Software Incorporated,United States,2016,774476,Technology,Computer Software: Prepackaged Software
cown,Cowen Inc. Class A,United States,NA,698373,Finance,Investment Bankers/Brokers/Service
cphc,Canterbury Park Holding Corporation 'New',United States,NA,348,Consumer Services,Services-Misc. Amusement & Recreation
cpix,Cumberland Pharmaceuticals Inc.,United States,2009,18961,Health Care,Major Pharmaceuticals
cprt,Copart Inc. (DE),United States,1994,936238,Miscellaneous,Business Services
cprx,Catalyst Pharmaceuticals Inc.,United States,2006,1034085,Health Care,Major Pharmaceuticals
cpsh,CPS Technologies Corp.,United States,NA,556781,NA,NA
cpsi,Computer Programs and Systems Inc.,United States,2002,62158,Technology,EDP Services
cpss,Consumer Portfolio Services Inc.,United States,1992,9337,Finance,Diversified Financial Services
cpta,Capitala Finance Corp.,United States,2013,81435,Finance,Trusts Except Educational Religious and Charitable
cpz,Calamos Long/Short Equity & Dynamic Income Trust,United States,2019,56672,Finance,Trusts Except Educational Religious and Charitable
crai,CRA International Inc.,United States,1998,24625,Miscellaneous,Other Consumer Services
crbp,Corbus Pharmaceuticals Holdings Inc.,United States,NA,1725275,Health Care,Major Pharmaceuticals
crct,Cricut Inc. Class A,United States,2021,233040,Capital Goods,Wholesale Distributors
crdf,Cardiff Oncology Inc.,United States,NA,746622,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
cree,Cree Inc.,United States,1993,1579463,Technology,Semiconductors
creg,China Recycling Energy Corporation,China,NA,548133,NA,NA
crex,Creative Realities Inc.,United States,NA,216651,Technology,EDP Services
cris,Curis Inc.,United States,NA,703121,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
crkn,Crown Electrokinetics Corp.,United States,NA,86403,NA,NA
crmd,CorMedix Inc.,United States,NA,240826,Health Care,Major Pharmaceuticals
crmt,America's Car-Mart Inc,United States,NA,52556,Consumer Services,Other Specialty Stores
crnc,Cerence Inc.,United States,NA,504522,Technology,EDP Services
crnx,Crinetics Pharmaceuticals Inc.,United States,2018,70834,Health Care,Major Pharmaceuticals
crox,Crocs Inc.,United States,2006,1301781,Consumer Non-Durables,Shoe Manufacturing
crsa,Crescent Acquisition Corp Class A,United States,2019,23875,NA,NA
crsr,Corsair Gaming Inc.,United States,2020,452242,Technology,Computer Manufacturing
crtd,Creatd Inc.,United States,NA,115009,Consumer Services,Publishing
crtx,Cortexyme Inc.,United States,2019,142061,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
crus,Cirrus Logic Inc.,United States,1989,342811,Technology,Semiconductors
crvl,CorVel Corp.,United States,NA,41583,Finance,Specialty Insurers
crvs,Corvus Pharmaceuticals Inc.,United States,2016,209579,Health Care,Major Pharmaceuticals
crwd,CrowdStrike Holdings Inc. Class A,United States,2019,2498188,Technology,EDP Services
crws,Crown Crafts Inc,United States,NA,15739,Basic Industries,Textiles
csbr,Champions Oncology Inc.,United States,NA,12460,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
csco,Cisco Systems Inc. (DE),United States,1990,14016795,Technology,Computer peripheral equipment
csgp,CoStar Group Inc.,United States,1998,167317,Finance,Real Estate
csgs,CSG Systems International Inc.,United States,1996,116649,Technology,EDP Services
csii,Cardiovascular Systems Inc.,United States,1981,162561,Health Care,Medical/Dental Instruments
csod,Cornerstone OnDemand Inc.,United States,2011,156185,Technology,Computer Software: Prepackaged Software
cspi,CSP Inc.,United States,1982,6930,Technology,EDP Services
csq,Calamos Strategic Total Return,United States,2004,221164,Finance,Finance Companies
csse,Chicken Soup for the Soul Entertainment Inc. Class A,United States,2017,32219,Consumer Services,Broadcasting
cstl,Castle Biosciences Inc.,United States,2019,120999,Health Care,Medical Specialities
cstr,CapStar Financial Holdings Inc.,United States,2016,60768,Finance,Major Banks
cswc,Capital Southwest Corporation,United States,NA,64087,Finance,Finance/Investors Services
cswi,CSW Industrials Inc.,United States,NA,42022,Basic Industries,Home Furnishings
csx,CSX Corporation,United States,NA,3182460,Transportation,Railroads
ctaq,Carney Technology Acquisition Corp. II Class A,United States,2021,1541,NA,NA
ctas,Cintas Corporation,United States,1983,251507,Miscellaneous,Business Services
ctbi,Community Trust Bancorp Inc.,United States,NA,42033,Finance,Major Banks
ctg,Computer Task Group Inc.,United States,NA,44401,Technology,EDP Services
cthr,Charles & Colvard Ltd,United States,1997,245881,Consumer Non-Durables,Consumer Specialties
ctib,Yunhong CTI Ltd.,United States,1997,362971,Miscellaneous,Diversified Commercial Services
ctic,CTI BioPharma Corp. (DE),United States,1997,496617,Health Care,Major Pharmaceuticals
ctlp,Cantaloupe Inc.,United States,NA,484782,Miscellaneous,Office Equipment/Supplies/Services
ctmx,CytomX Therapeutics Inc.,United States,2015,1148327,Health Care,Major Pharmaceuticals
ctre,CareTrust REIT Inc.,United States,NA,504655,Consumer Services,Real Estate Investment Trusts
ctrn,Citi Trends Inc.,United States,2005,208475,NA,NA
ctsh,Cognizant Technology Solutions Corporation Class A,United States,1998,2392656,Technology,EDP Services
ctso,Cytosorbents Corporation,United States,NA,177323,Health Care,Medical/Dental Instruments
ctxr,Citius Pharmaceuticals Inc.,United States,NA,3316040,Health Care,Major Pharmaceuticals
ctxs,Citrix Systems Inc.,United States,1995,749313,Technology,Computer Software: Prepackaged Software
cuba,Herzfeld Caribbean Basin Fund Inc. (The),United States,NA,2833,Finance,Investment Managers
cue,Cue Biopharma Inc.,United States,2018,88325,Health Care,Major Pharmaceuticals
cuen,Cuentas Inc.,United States,NA,62043,Technology,Computer Software: Prepackaged Software
curi,CuriosityStream Inc. Class A,United States,2020,456707,Consumer Services,Movies/Entertainment
cutr,Cutera Inc.,United States,2004,224242,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
cvbf,CVB Financial Corporation,United States,NA,423632,Finance,Major Banks
cvco,Cavco Industries Inc. When Issued,United States,NA,40865,Basic Industries,Homebuilding
cvcy,Central Valley Community Bancorp,United States,NA,15905,Finance,Major Banks
cvet,Covetrus Inc.,United States,NA,470362,Health Care,Managed Health Care
cvgi,Commercial Vehicle Group Inc.,United States,2004,221899,Capital Goods,Auto Parts:O.E.M.
cvgw,Calavo Growers Inc.,United States,NA,76768,NA,NA
cvlg,Covenant Logistics Group Inc. Class A,United States,NA,42424,Transportation,Trucking Freight/Courier Services
cvlt,Commvault Systems Inc.,United States,2006,341176,Technology,Computer Software: Prepackaged Software
cvly,Codorus Valley Bancorp Inc,United States,NA,27446,Finance,Savings Institutions
cvv,CVD Equipment Corporation,United States,NA,17796,Technology,Industrial Machinery/Components
cwbc,Community West Bancshares,United States,NA,1413,Finance,Major Banks
cwbr,CohBar Inc.,United States,NA,976311,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
cwst,Casella Waste Systems Inc. Class A,United States,1997,411558,Public Utilities,Environmental Services
cxdc,China XD Plastics Company Limited,China,NA,46789,Consumer Non-Durables,Plastic Products
cxdo,Crexendo Inc.,United States,NA,17736,Technology,EDP Services
cyan,Cyanotech Corporation,United States,NA,111364,Consumer Non-Durables,Farming/Seeds/Milling
cybe,CyberOptics Corporation,United States,1987,58845,Capital Goods,Electronic Components
cycc,Cyclacel Pharmaceuticals Inc.,United States,NA,42716,Health Care,Major Pharmaceuticals
cycn,Cyclerion Therapeutics Inc.,United States,NA,435128,Health Care,Major Pharmaceuticals
cyrx,CryoPort Inc.,United States,NA,318456,NA,NA
cyth,Cyclo Therapeutics Inc.,United States,NA,138240,Consumer Durables,Specialty Chemicals
cytk,Cytokinetics Incorporated,United States,2004,969977,Health Care,Major Pharmaceuticals
cznc,Citizens & Northern Corp,United States,NA,34839,Finance,Major Banks
czr,Caesars Entertainment Inc.,United States,NA,1489515,Consumer Services,Hotels/Resorts
czwi,Citizens Community Bancorp Inc.,United States,NA,41104,Finance,Savings Institutions
daio,Data I/O Corporation,United States,1981,13766,Capital Goods,Industrial Machinery/Components
dakt,Daktronics Inc.,United States,1994,121062,Capital Goods,Office Equipment/Supplies/Services
dare,Dare Bioscience Inc.,United States,2014,359253,Health Care,Major Pharmaceuticals
dbdr,Roman DBDR Tech Acquisition Corp. Class A,United States,2020,607227,NA,NA
dbtx,Decibel Therapeutics Inc.,United States,2021,36964,Health Care,Major Pharmaceuticals
dbx,Dropbox Inc. Class A,United States,2018,4357632,Technology,Computer Software: Prepackaged Software
dcom,Dime Community Bancshares Inc.,United States,NA,136544,Finance,Savings Institutions
dcph,Deciphera Pharmaceuticals Inc.,United States,2017,311732,Health Care,Major Pharmaceuticals
dcrb,Decarbonization Plus Acquisition Corporation Class A,United States,2020,166113,NA,NA
dct,Duck Creek Technologies Inc.,United States,2020,338564,Technology,Retail: Computer Software & Peripheral Equipment
dcth,Delcath Systems Inc.,United States,NA,140911,Health Care,Medical Specialities
ddmx,DD3 Acquisition Corp. II Class A,Mexico,2021,500,NA,NA
ddog,Datadog Inc. Class A,United States,2019,2642003,Technology,EDP Services
denn,Denny's Corporation,United States,NA,501775,Consumer Services,Restaurants
dffn,Diffusion Pharmaceuticals Inc.,United States,NA,830260,Health Care,Major Pharmaceuticals
dfh,Dream Finders Homes Inc. Class A,United States,2021,129690,NA,NA
dfht,Deerfield Healthcare Technology Acquisitions Corp. Class A,United States,2020,36202,NA,NA
dfph,DFP Healthcare Acquisitions Corp. Class A,United States,2020,62,Finance,Major Banks
dgica,Donegal Group Inc. Class A,United States,NA,50283,Finance,Property-Casualty Insurers
dgicb,Donegal Group Inc. Class B,United States,1986,53,Finance,Property-Casualty Insurers
dgii,Digi International Inc.,United States,1989,210507,Technology,Computer peripheral equipment
dgly,Digital Ally Inc.,United States,NA,5036816,Miscellaneous,Diversified Manufacture
dhhc,DiamondHead Holdings Corp. Class A,United States,2021,12330,Finance,Business Services
dhil,Diamond Hill Investment Group Inc. Class A,United States,NA,10096,Finance,Investment Managers
diod,Diodes Incorporated,United States,NA,170044,Technology,Semiconductors
disca,Discovery Inc. Series A,United States,NA,10102724,Consumer Services,Television Services
discb,Discovery Inc. Series B,United States,NA,3819,Consumer Services,Television Services
disck,Discovery Inc. Series C,United States,NA,3386673,Consumer Services,Television Services
dish,DISH Network Corporation Class A,United States,1995,4436029,Consumer Services,Television Services
djco,Daily Journal Corp. (S.C.),United States,NA,3627,Consumer Services,Newspapers/Magazines
dkng,DraftKings Inc. Class A,United States,2019,10159260,Consumer Services,Services-Misc. Amusement & Recreation
dlpn,Dolphin Entertainment Inc.,United States,NA,10013824,NA,NA
dlth,Duluth Holdings Inc. Class B,United States,2015,118293,Consumer Services,Department/Specialty Retail Stores
dltr,Dollar Tree Inc.,United States,1995,952651,Consumer Services,Department/Specialty Retail Stores
dmac,DiaMedica Therapeutics Inc.,United States,2018,33878,NA,NA
dmrc,Digimarc Corporation,United States,NA,130593,Technology,EDP Services
dmtk,DermTech Inc.,United States,2017,763925,Health Care,Managed Health Care
dnli,Denali Therapeutics Inc.,United States,2017,305019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
docu,DocuSign Inc.,United States,2018,1431783,Technology,EDP Services
dogz,Dogness (International) Corporation Class A,China,2017,80808,Consumer Durables,Miscellaneous manufacturing industries
domo,Domo Inc. Class B,United States,2018,239940,Technology,Computer Software: Prepackaged Software
dorm,Dorman Products Inc.,United States,NA,107967,Capital Goods,Auto Parts:O.E.M.
drio,DarioHealth Corp.,Israel,NA,98301,Health Care,Medical/Dental Instruments
drna,Dicerna Pharmaceuticals Inc.,United States,2014,476756,Health Care,Biotechnology: Commercial Physical & Biological Resarch
drrx,DURECT Corporation,United States,2000,586024,Health Care,Major Pharmaceuticals
drvn,Driven Brands Holdings Inc.,United States,2021,473227,NA,NA
dsgn,Design Therapeutics Inc.,United States,2021,90789,Health Care,Major Pharmaceuticals
dsgx,Descartes Systems Group Inc. (The),Canada,NA,59979,NA,NA
dske,Daseke Inc.,United States,2015,303424,NA,NA
dsp,Viant Technology Inc. Class A,United States,2021,338544,Technology,EDP Services
dspg,DSP Group Inc.,United States,1994,72201,Technology,Semiconductors
dtea,DAVIDsTEA Inc.,Canada,2015,91403,NA,NA
dtil,Precision BioSciences Inc.,United States,2019,265815,Health Care,Major Pharmaceuticals
dtss,Datasea Inc.,China,NA,26257,Technology,Retail: Computer Software & Peripheral Equipment
dune,Dune Acquisition Corporation Class A,United States,2021,23372,NA,NA
duot,Duos Technologies Group Inc.,United States,NA,23768,Technology,Computer Software: Prepackaged Software
dvax,Dynavax Technologies Corporation,United States,2004,1638883,Health Care,Major Pharmaceuticals
dwsn,Dawson Geophysical Company,United States,NA,23227,Energy,Oil & Gas Production
dxcm,DexCom Inc.,United States,2005,409203,Health Care,Medical/Dental Instruments
dxpe,DXP Enterprises Inc.,United States,NA,67387,Capital Goods,Industrial Machinery/Components
dxyn,Dixie Group Inc. (The),United States,NA,85841,Consumer Durables,Home Furnishings
dyai,Dyadic International Inc.,United States,NA,77059,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
dyn,Dyne Therapeutics Inc.,United States,2020,211672,Consumer Durables,Specialty Chemicals
dynt,Dynatronics Corporation,United States,NA,112480,Health Care,Medical/Dental Instruments
dzsi,DZS Inc.,United States,NA,96417,Public Utilities,Telecommunications Equipment
ea,Electronic Arts Inc.,United States,NA,2365293,Technology,Computer Software: Prepackaged Software
eac,Edify Acquisition Corp. Class A,United States,2021,300,NA,NA
ear,Eargo Inc.,United States,2020,825088,Health Care,Medical Specialities
east,Eastside Distilling Inc.,United States,NA,169697,Consumer Non-Durables,Beverages (Production/Distribution)
ebay,eBay Inc.,United States,1998,5072858,Consumer Services,Catalog/Specialty Distribution
ebc,Eastern Bankshares Inc.,United States,2020,1246847,Finance,Major Banks
ebet,Esports Technologies Inc.,United States,2021,412886,Consumer Services,Services-Misc. Amusement & Recreation
ebix,Ebix Inc.,United States,NA,255097,Technology,EDP Services
ebmt,Eagle Bancorp Montana Inc.,United States,NA,20102,Finance,Savings Institutions
ebsb,Meridian Bancorp Inc.,United States,NA,4703403,Finance,Major Banks
ebtc,Enterprise Bancorp Inc,United States,NA,10312,Finance,Major Banks
echo,Echo Global Logistics Inc.,United States,2009,218058,Transportation,Oil Refining/Marketing
ecol,US Ecology Inc,United States,NA,121904,Public Utilities,Environmental Services
ecor,electroCore Inc.,United States,2018,404093,Health Care,Medical/Dental Instruments
ecpg,Encore Capital Group Inc,United States,NA,253529,NA,NA
edit,Editas Medicine Inc.,United States,2016,858888,Health Care,Major Pharmaceuticals
educ,Educational Development Corporation,United States,NA,10683,Consumer Services,Books
eeft,Euronet Worldwide Inc.,United States,1997,254893,Technology,EDP Services
eeiq,Elite Education Group International Ltd.,United States,2021,574323,Consumer Services,Other Consumer Services
efoi,Energy Focus Inc.,United States,NA,107623,Consumer Durables,Building Products
efsc,Enterprise Financial Services Corporation,United States,NA,263872,Finance,Major Banks
egan,eGain Corporation,United States,1999,104125,Technology,Computer Software: Prepackaged Software
egbn,Eagle Bancorp Inc.,United States,NA,152368,Finance,Major Banks
egle,Eagle Bulk Shipping Inc.,United States,NA,213317,Transportation,Marine Transportation
eglx,Enthusiast Gaming Holdings Inc.,Canada,NA,604699,NA,NA
egrx,Eagle Pharmaceuticals Inc.,United States,2014,81007,Health Care,Major Pharmaceuticals
ehth,eHealth Inc.,United States,2006,395295,Finance,Specialty Insurers
eigr,Eiger BioPharmaceuticals Inc.,United States,2014,105315,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ekso,Ekso Bionics Holdings Inc.,United States,NA,71429,Health Care,Medical/Dental Instruments
eldn,Eledon Pharmaceuticals Inc.,United States,2014,12757,Health Care,Major Pharmaceuticals
elox,Eloxx Pharmaceuticals Inc.,United States,NA,151962,Health Care,Major Pharmaceuticals
elys,Elys Game Technology Corp.,Canada,NA,190598,Consumer Services,Movies/Entertainment
emcf,Emclaire Financial Corp,United States,NA,93,Finance,Major Banks
emkr,EMCORE Corporation,United States,1997,419280,Technology,Semiconductors
eml,Eastern Company (The),United States,NA,12661,Capital Goods,Industrial Specialties
enfa,890 5th Avenue Partners Inc. Class A,United States,2021,7609,NA,NA
eng,ENGlobal Corporation,United States,NA,326394,Consumer Services,Military/Government/Technical
ennv,ECP Environmental Growth Opportunities Corp. Class A,United States,2021,144139,Finance,Business Services
enob,Enochian Biosciences Inc.,United States,NA,72065,Health Care,Major Pharmaceuticals
enph,Enphase Energy Inc.,United States,2012,2287485,Capital Goods,Electrical Products
ensg,The Ensign Group Inc.,United States,2007,427209,Health Care,Hospital/Nursing Management
enta,Enanta Pharmaceuticals Inc.,United States,2013,133985,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
entg,Entegris Inc.,United States,2000,658662,Technology,Semiconductors
envb,Enveric Biosciences Inc.,United States,NA,438208,Health Care,Major Pharmaceuticals
envi,Environmental Impact Acquisition Corp. Class A,United States,2021,116923,Finance,Business Services
eols,Evolus Inc.,United States,2018,2403160,Consumer Durables,Specialty Chemicals
eose,Eos Energy Enterprises Inc. Class A,United States,NA,478579,Technology,Electronic Components
epay,Bottomline Technologies Inc.,United States,1999,217955,Technology,EDP Services
ephy,Epiphany Technology Acquisition Corp. Class A,United States,2021,40786,NA,NA
epix,ESSA Pharma Inc.,Canada,NA,96029,NA,NA
epzm,Epizyme Inc.,United States,2013,1449020,Health Care,Major Pharmaceuticals
eq,Equillium Inc.,United States,2018,123495,Health Care,Major Pharmaceuticals
eqbk,Equity Bancshares Inc. Class A,United States,2015,27104,Finance,Finance: Consumer Services
eqix,Equinix Inc. REIT,United States,2000,366117,Consumer Services,Real Estate Investment Trusts
eres,East Resources Acquisition Company Class A,United States,2020,5549,NA,NA
erie,Erie Indemnity Company Class A,United States,NA,43746,Finance,Specialty Insurers
erii,Energy Recovery Inc.,United States,2008,981986,Technology,Industrial Machinery/Components
esbk,Elmira Savings Bank Elmira NY,United States,NA,15573,Finance,Major Banks
esca,Escalade Incorporated,United States,NA,22570,Consumer Non-Durables,Recreational Products/Toys
esea,Euroseas Ltd. (Marshall Islands),Greece,NA,115152,Transportation,Marine Transportation
espr,Esperion Therapeutics Inc.,United States,2013,289491,Health Care,Major Pharmaceuticals
esq,Esquire Financial Holdings Inc.,United States,2017,24178,Finance,Commercial Banks
essa,ESSA Bancorp Inc.,United States,NA,24853,Finance,Banks
esxb,Community Bankers Trust Corporation (VA),United States,NA,57732,Finance,Major Banks
etac,E.Merge Technology Acquisition Corp. Class A,United States,2020,44874,NA,NA
etnb,89bio Inc.,United States,2019,63921,Health Care,Major Pharmaceuticals
eton,Eton Pharmaceuticals Inc.,United States,2018,129979,Health Care,Major Pharmaceuticals
etsy,Etsy Inc.,United States,2015,1475686,Consumer Services,Catalog/Specialty Distribution
ettx,Entasis Therapeutics Holdings Inc.,United States,2018,54229,Health Care,Major Pharmaceuticals
evbg,Everbridge Inc.,United States,2016,458223,Technology,Retail: Computer Software & Peripheral Equipment
evfm,Evofem Biosciences Inc.,United States,2014,3821175,Health Care,Major Pharmaceuticals
evk,Ever-Glory International Group Inc.,China,NA,160167,Consumer Non-Durables,Apparel
evlo,Evelo Biosciences Inc.,United States,2018,62087,Consumer Durables,Specialty Chemicals
evoj,Evo Acquisition Corp. Class A,United States,2021,1965,Finance,Business Services
evok,Evoke Pharma Inc.,United States,2013,307683,Health Care,Major Pharmaceuticals
evol,Evolving Systems Inc.,United States,1998,275774,Technology,EDP Services
evop,EVO Payments Inc. Class A,United States,2018,156491,Technology,EDP Services
ewbc,East West Bancorp Inc.,United States,NA,910015,Finance,Commercial Banks
ewtx,Edgewise Therapeutics Inc.,United States,2021,110865,Health Care,Major Pharmaceuticals
exas,Exact Sciences Corporation,United States,2001,719572,Health Care,Biotechnology: Commercial Physical & Biological Resarch
exc,Exelon Corporation,United States,NA,4343748,Public Utilities,Power Generation
exel,Exelixis Inc.,United States,2000,1528987,Health Care,Biotechnology: Commercial Physical & Biological Resarch
exls,ExlService Holdings Inc.,United States,2006,86960,Technology,Retail: Computer Software & Peripheral Equipment
expc,Experience Investment Corp. Class A,United States,2019,692330,NA,NA
expd,Expeditors International of Washington Inc.,United States,NA,718306,Transportation,Oil Refining/Marketing
expe,Expedia Group Inc.,United States,NA,1559724,Transportation,Other Consumer Services
expi,eXp World Holdings Inc.,United States,NA,778400,Finance,Real Estate
expo,Exponent Inc.,United States,NA,120011,Consumer Services,Professional Services
extr,Extreme Networks Inc.,United States,1999,928417,Capital Goods,Telecommunications Equipment
eye,National Vision Holdings Inc.,United States,2017,1153710,Health Care,Ophthalmic Goods
eyeg,Eyegate Pharmaceuticals Inc.,United States,NA,141425,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
eyen,Eyenovia Inc.,United States,2018,68432,Health Care,Major Pharmaceuticals
eyes,Second Sight Medical Products Inc.,United States,2014,1053506,Health Care,Industrial Specialties
eypt,EyePoint Pharmaceuticals Inc.,United States,NA,114240,Health Care,Major Pharmaceuticals
ezpw,EZCORP Inc. Class A Non Voting,United States,1991,265058,Miscellaneous,Diversified Commercial Services
faro,FARO Technologies Inc.,United States,1997,74399,Capital Goods,Industrial Machinery/Components
fast,Fastenal Company,United States,1987,2232262,NA,NA
fate,Fate Therapeutics Inc.,United States,2013,708908,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
fb,Facebook Inc. Class A,United States,2012,17534163,Technology,Internet and Information Services
fbio,Fortress Biotech Inc.,United States,NA,905231,Health Care,Major Pharmaceuticals
fbiz,First Business Financial Services Inc.,United States,NA,21231,Finance,Major Banks
fbnc,First Bancorp,United States,1987,80055,Finance,Major Banks
fbrx,Forte Biosciences Inc.,United States,2017,47160,Health Care,Major Pharmaceuticals
fcac,Falcon Capital Acquisition Corp. Class A,United States,2020,226884,NA,NA
fcap,First Capital Inc.,United States,NA,3626,Finance,Savings Institutions
fcbc,First Community Bankshares Inc. (VA),United States,NA,44284,Finance,Major Banks
fcbp,First Choice Bancorp,United States,NA,27744,NA,NA
fcco,First Community Corporation,United States,NA,25010,Finance,Major Banks
fccy,1st Constitution Bancorp (NJ),United States,NA,18866,Finance,Savings Institutions
fcel,FuelCell Energy Inc.,United States,NA,25987179,Public Utilities,Electric Utilities: Central
fcfs,FirstCash Inc.,United States,1991,260620,Miscellaneous,Diversified Commercial Services
fcnca,First Citizens BancShares Inc. Class A,United States,NA,62194,Finance,Major Banks
fcrd,First Eagle Alternative Capital BDC Inc.,United States,NA,33704,Finance,Finance/Investors Services
fdbc,Fidelity D & D Bancorp Inc.,United States,NA,1338,Finance,Major Banks
fdmt,4D Molecular Therapeutics Inc.,United States,2020,47720,Health Care,Major Pharmaceuticals
fdus,Fidus Investment Corporation,United States,2011,71229,Finance,Finance/Investors Services
feim,Frequency Electronics Inc.,United States,NA,6485,Capital Goods,Electrical Products
fele,Franklin Electric Co. Inc.,United States,NA,173448,Consumer Durables,Metal Fabrications
fenc,Fennec Pharmaceuticals Inc.,United States,NA,64874,NA,NA
feye,FireEye Inc.,United States,2013,2698057,Technology,Computer Software: Prepackaged Software
ffbc,First Financial Bancorp.,United States,NA,520253,Finance,Major Banks
ffbw,FFBW Inc. (MD),United States,2017,3607,Finance,Major Banks
ffic,Flushing Financial Corporation,United States,NA,171059,Finance,Major Banks
ffin,First Financial Bankshares Inc.,United States,NA,564055,Finance,Major Banks
ffiv,F5 Networks Inc.,United States,1999,320430,Technology,EDP Services
ffnw,First Financial Northwest Inc.,United States,NA,3027,Finance,Banks
ffwm,First Foundation Inc.,United States,NA,170725,Finance,Major Banks
fgbi,First Guaranty Bancshares Inc.,United States,NA,16455,Finance,Major Banks
fgen,FibroGen Inc,United States,2014,939506,Health Care,Major Pharmaceuticals
fgf,FG Financial Group Inc.,United States,2014,67297,Finance,Property-Casualty Insurers
fhb,First Hawaiian Inc.,United States,2016,1492932,Finance,Major Banks
fhtx,Foghorn Therapeutics Inc.,United States,2020,43933,Consumer Durables,Specialty Chemicals
fibk,First Interstate BancSystem Inc. Class A,United States,2010,203854,Finance,Major Banks
fisi,Financial Institutions Inc.,United States,1999,47074,Finance,Major Banks
fisv,Fiserv Inc.,United States,1986,3887651,Technology,EDP Services
fitb,Fifth Third Bancorp,United States,NA,6741634,Finance,Major Banks
five,Five Below Inc.,United States,2012,519882,Consumer Services,Department/Specialty Retail Stores
fivn,Five9 Inc.,United States,2014,377733,Technology,EDP Services
fixx,Homology Medicines Inc.,United States,2018,538289,Health Care,Major Pharmaceuticals
fizz,National Beverage Corp.,United States,NA,236205,Consumer Non-Durables,Beverages (Production/Distribution)
fkwl,Franklin Wireless Corp.,United States,NA,30303,Public Utilities,Telecommunications Equipment
fldm,Fluidigm Corporation,United States,2011,653752,Capital Goods,Biotechnology: Laboratory Analytical Instruments
flgt,Fulgent Genetics Inc.,United States,2016,885075,Health Care,Medical Specialities
flic,First of Long Island Corporation (The),United States,NA,36526,Finance,Major Banks
flir,FLIR Systems Inc. (DE),United States,1993,890038,Capital Goods,Industrial Machinery/Components
fll,Full House Resorts Inc.,United States,NA,166064,Consumer Services,Movies/Entertainment
flmn,Falcon Minerals Corporation Class A,United States,2017,626536,Energy,Oil & Gas Production
flnt,Fluent Inc.,United States,NA,306157,Consumer Services,EDP Services
flux,Flux Power Holdings Inc.,United States,NA,65718,Capital Goods,Electrical Products
flws,1-800-FLOWERS.COM Inc.,United States,1999,967429,Consumer Services,Catalog/Specialty Distribution
flxn,Flexion Therapeutics Inc.,United States,2014,1072062,Health Care,Major Pharmaceuticals
flxs,Flexsteel Industries Inc.,United States,NA,68418,Consumer Durables,Home Furnishings
fmao,Farmers & Merchants Bancorp Inc.,United States,NA,6359,Finance,Savings Institutions
fmbh,First Mid Bancshares Inc.,United States,NA,62827,Finance,Major Banks
fmbi,First Midwest Bancorp Inc.,United States,NA,928602,Finance,Major Banks
fmnb,Farmers National Banc Corp.,United States,NA,31246,Finance,Major Banks
fmtx,Forma Therapeutics Holdings Inc.,United States,2020,238668,Health Care,Major Pharmaceuticals
fncb,FNCB Bancorp Inc.,United States,NA,22608,Finance,Major Banks
