Symbol,Name,Country,IPO Year,Volume,Sector,Industry
AVGO,Broadcom Inc.,United States,2009,2288920,Technology,Semiconductors
AVGR,Avinger Inc.,United States,2015,3217968,Health Care,Medical/Dental Instruments
AVID,Avid Technology Inc.,United States,1993,252805,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc.,United States,2020,523091,Consumer Durables,Specialty Chemicals
AVNW,Aviat Networks Inc.,United States,NA,276868,Capital Goods,Telecommunications Equipment
AVO,Mission Produce Inc.,United States,2020,161242,NA,NA
AVRO,AVROBIO Inc.,United States,2018,201459,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet Inc.,United States,NA,348648,Technology,Electronic Components
AVXL,Anavex Life Sciences Corp.,United States,NA,461604,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AWH,Aspira Women's Health Inc.,United States,NA,415164,Health Care,Medical/Dental Instruments
AWRE,Aware Inc.,United States,1996,27932,Technology,EDP Services
AXAS,Abraxas Petroleum Corporation,United States,NA,643799,Energy,Oil & Gas Production
AXDX,Accelerate Diagnostics Inc.,United States,NA,137684,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXGN,Axogen Inc.,United States,NA,150418,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXLA,Axcella Health Inc.,United States,2019,58286,Health Care,Major Pharmaceuticals
AXNX,Axonics Inc.,United States,2018,457417,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc.,United States,NA,392698,Consumer Non-Durables,Military/Government/Technical
AXSM,Axsome Therapeutics Inc.,United States,2015,371370,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,United States,1998,276114,Technology,Semiconductors
AYLA,Ayala Pharmaceuticals Inc.,Israel,2020,5687,Consumer Durables,Specialty Chemicals
AYRO,AYRO Inc.,United States,NA,866645,NA,NA
AYTU,Aytu BioPharma Inc. ,United States,NA,244150,Miscellaneous,Service to the Health Industry
AZPN,Aspen Technology Inc.,United States,1994,180705,Technology,EDP Services
AZRX,AzurRx BioPharma Inc.,United States,2016,1070939,Health Care,Major Pharmaceuticals
AZYO,Aziyo Biologics Inc. Class A,United States,2020,7274,Health Care,Medical Specialities
BAND,Bandwidth Inc. Class A,United States,2017,361427,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation,United States,1993,76474,Finance,Major Banks
BANR,Banner Corporation,United States,NA,156512,Finance,Major Banks
BANX,StoneCastle Financial Corp,United States,NA,26869,Finance,Trusts Except Educational Religious and Charitable
BATRA,Liberty Media Corporation Series A Liberty Braves,United States,NA,28548,Consumer Services,Movies/Entertainment
BATRK,Liberty Media Corporation Series C Liberty Braves,United States,NA,74177,Consumer Services,Movies/Entertainment
BBBY,Bed Bath & Beyond Inc.,United States,1992,2014823,Consumer Services,Other Specialty Stores
BBCP,Concrete Pumping Holdings Inc.,United States,2017,484190,Consumer Services,Military/Government/Technical
BBGI,Beasley Broadcast Group Inc. Class A,United States,2000,37842,Consumer Services,Broadcasting
BBI,Brickell Biotech Inc.,United States,NA,2339377,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBIG,Vinco Ventures Inc.,United States,2018,9671489,Consumer Non-Durables,Recreational Products/Toys
BBIO,BridgeBio Pharma Inc.,United States,2019,650712,Health Care,Major Pharmaceuticals
BBQ,BBQ Holdings Inc.,United States,NA,121883,Consumer Services,Restaurants
BBSI,Barrett Business Services Inc.,United States,1993,25938,Technology,Professional Services
BCAB,BioAtla Inc.,United States,2020,101494,Consumer Durables,Specialty Chemicals
BCAC,Brookline Capital Acquisition Corp.,United States,2021,3218,NA,NA
BCBP,BCB Bancorp Inc. (NJ),United States,2005,91860,Finance,Savings Institutions
BCDA,BioCardia Inc.,United States,NA,53947,Health Care,Major Pharmaceuticals
BCEL,Atreca Inc. Class A,United States,2019,152433,Health Care,Major Pharmaceuticals
BCLI,Brainstorm Cell Therapeutics Inc.,United States,NA,778143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,BayCom Corp,United States,2018,30651,Finance,Major Banks
BCOR,Blucora Inc.,United States,NA,671750,Finance,Investment Managers
BCOV,Brightcove Inc.,United States,2012,175588,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin Inc.,United States,2019,721,Finance,Finance: Consumer Services
BCPC,Balchem Corporation,United States,NA,111886,Basic Industries,Industrial Specialties
BCRX,BioCryst Pharmaceuticals Inc.,United States,1994,2165254,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCTG,BCTG Acquisition Corp.,United States,2020,11825,NA,NA
BDSI,BioDelivery Sciences International Inc.,United States,NA,643607,Health Care,Major Pharmaceuticals
BDSX,Biodesix Inc.,United States,2020,54395,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics Inc.,United States,2020,282018,Health Care,Major Pharmaceuticals
BEAM,Beam Therapeutics Inc.,United States,2020,695960,Consumer Durables,Specialty Chemicals
BECN,Beacon Roofing Supply Inc.,United States,2004,359709,Capital Goods,Wholesale Distributors
BEEM,Beam Global,United States,NA,234108,Technology,Semiconductors
BELFA,Bel Fuse Inc. Class A,United States,NA,4212,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc. Class B,United States,NA,48114,Capital Goods,Electrical Products
BENE,Benessere Capital Acquisition Corp. Class A,United States,2021,27,NA,NA
BFC,Bank First Corporation,United States,NA,16603,Finance,Major Banks
BFI,BurgerFi International Inc.,Mexico,2018,142073,Consumer Services,Restaurants
BFIN,BankFinancial Corporation,United States,NA,48202,Finance,Major Banks
BFST,Business First Bancshares Inc.,United States,NA,33761,Finance,Major Banks
BGCP,BGC Partners Inc Class A,United States,NA,2916964,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,United States,2002,1036462,Consumer Services,Other Specialty Stores
BHF,Brighthouse Financial Inc.,United States,NA,398292,Finance,Life Insurance
BHTG,BioHiTech Global Inc.,United States,NA,705146,Capital Goods,Industrial Machinery/Components
BIGC,BigCommerce Holdings Inc. Series 1,United States,2020,453203,Technology,Computer Software: Prepackaged Software
BIIB,Biogen Inc.,United States,NA,911417,Health Care,Major Pharmaceuticals
BIMI,BOQI International Medical Inc.,China,NA,275031,Health Care,Medical/Nursing Services
BIOC,Biocept Inc.,United States,2014,251921,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOL,Biolase Inc.,United States,NA,3592455,Health Care,Medical/Dental Instruments
BIVI,BioVie Inc. Class A,United States,NA,277869,Health Care,Major Pharmaceuticals
BJRI,BJ's Restaurants Inc.,United States,NA,1354522,Consumer Services,Restaurants
BKCC,BlackRock Capital Investment Corporation,United States,2007,656538,Finance,Investment Managers
BKNG,Booking Holdings Inc.,United States,NA,253724,Transportation,Other Consumer Services
BKSC,Bank of South Carolina Corp.,United States,NA,1889,Finance,Major Banks
BKYI,BIO-key International Inc.,United States,NA,81448,Miscellaneous,Diversified Manufacture
BL,BlackLine Inc.,United States,2016,294141,Technology,Computer Software: Prepackaged Software
BLBD,Blue Bird Corporation,United States,2014,117509,Capital Goods,Construction/Ag Equipment/Trucks
BLCM,Bellicum Pharmaceuticals Inc.,United States,2014,94289,Health Care,Major Pharmaceuticals
BLDR,Builders FirstSource Inc.,United States,2005,1373816,Consumer Services,RETAIL: Building Materials
BLFS,BioLife Solutions Inc.,United States,NA,197270,Health Care,Medical/Dental Instruments
BLI,Berkeley Lights Inc.,United States,2020,589240,Consumer Durables,Specialty Chemicals
BLIN,Bridgeline Digital Inc.,United States,NA,83717,Technology,EDP Services
BLKB,Blackbaud Inc.,United States,2004,230324,Technology,Computer Software: Prepackaged Software
BLMN,Bloomin' Brands Inc.,United States,2012,1668843,Consumer Services,Restaurants
BLNK,Blink Charging Co.,United States,NA,2631382,Miscellaneous,Business Services
BLPH,Bellerophon Therapeutics Inc.,United States,2015,38009,Health Care,Major Pharmaceuticals
BLTS,Bright Lights Acquisition Corp. Class A,NA,2021,11559,NA,NA
BLUE,bluebird bio Inc.,United States,2013,560469,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLUW,Blue Water Acquisition Corp. Class A,United States,2021,43123,NA,NA
BMBL,Bumble Inc. Class A,United States,2021,637419,Technology,Computer Software: Prepackaged Software
BMEA,Biomea Fusion Inc.,United States,2021,129268,Health Care,Major Pharmaceuticals
BMRA,Biomerica Inc.,United States,NA,109317,Health Care,Medical Specialities
BMRC,Bank of Marin Bancorp,United States,NA,124452,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc.,United States,1999,726758,Health Care,Major Pharmaceuticals
BMTC,Bryn Mawr Bank Corporation,United States,NA,294024,Finance,Major Banks
BNFT,Benefitfocus Inc.,United States,2013,169635,Technology,Computer Software: Prepackaged Software
BNGO,Bionano Genomics Inc.,United States,2018,26095720,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNSO,Bonso Electronics International Inc.,Hong Kong,NA,11123,Capital Goods,Industrial Machinery/Components
BNTC,Benitec Biopharma Inc.,United States,2015,592464,Health Care,Major Pharmaceuticals
BOCH,Bank of Commerce Holdings (CA),United States,NA,33580,Finance,Major Banks
BOKF,BOK Financial Corporation,United States,NA,232542,Finance,Major Banks
BOLT,Bolt Biotherapeutics Inc.,United States,2021,175927,Health Care,Major Pharmaceuticals
BOMN,Boston Omaha Corporation Class A,United States,NA,110218,Technology,Advertising
BOOM,DMC Global Inc.,United States,NA,123632,NA,NA
BOSC,B.O.S. Better Online Solutions,Israel,NA,16703,Technology,Computer Communications Equipment
BOTJ,Bank of the James Financial Group Inc.,United States,NA,1966,Finance,Major Banks
BOWX,BowX Acquisition Corp. Class A,United States,2020,545855,NA,NA
BOXL,Boxlight Corporation Class A,United States,2017,1290938,Capital Goods,Telecommunications Equipment
BPFH,Boston Private Financial Holdings Inc.,United States,NA,719256,Finance,Major Banks
BPMC,Blueprint Medicines Corporation,United States,2015,274780,Health Care,Major Pharmaceuticals
BPOP,Popular Inc.,United States,NA,392585,Finance,Major Banks
BPRN,The Bank of Princeton,United States,NA,43111,NA,NA
BPTH,Bio-Path Holdings Inc.,United States,NA,306495,Health Care,Major Pharmaceuticals
BPYU,Brookfield Property REIT Inc. Class A,United States,NA,420054,Consumer Services,Real Estate Investment Trusts
BREZ,Breeze Holdings Acquisition Corp.,United States,2020,6963,NA,NA
BRID,Bridgford Foods Corporation,United States,NA,3258,Consumer Non-Durables,Specialty Foods
BRKL,Brookline Bancorp Inc.,United States,NA,493792,Finance,Savings Institutions
BRKR,Bruker Corporation,United States,NA,379292,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BRP,BRP Group Inc. (Insurance Company) Class A,United States,2019,257152,Finance,Specialty Insurers
BRPA,Big Rock Partners Acquisition Corp.,United States,2017,15136,NA,NA
BRPM,B. Riley Principal 150 Merger Corp. Class A,United States,2021,582,Finance,Business Services
BRY,Berry Corporation (bry),United States,2018,519717,Energy,Oil & Gas Production
BSBK,Bogota Financial Corp.,United States,2020,15735,NA,NA
BSET,Bassett Furniture Industries Incorporated,United States,NA,59649,Consumer Durables,Home Furnishings
BSGM,BioSig Technologies Inc.,United States,NA,141922,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSQR,BSQUARE Corporation,United States,1999,354103,Technology,Computer Software: Prepackaged Software
BSRR,Sierra Bancorp,United States,NA,29625,Finance,Major Banks
BSY,Bentley Systems Incorporated Class B,United States,2020,655871,Technology,Retail: Computer Software & Peripheral Equipment
BTAI,BioXcel Therapeutics Inc.,United States,2018,270966,Health Care,Major Pharmaceuticals
BTRS,BTRS Holdings Inc. Class 1,United States,2019,330694,Technology,EDP Services
BUSE,First Busey Corporation Class A,United States,NA,184827,Finance,Major Banks
BVS,Bioventus Inc. Class A,United States,2021,140271,Health Care,Medical/Dental Instruments
BWAC,Better World Acquisition Corp.,United States,2020,103317,NA,NA
BWB,Bridgewater Bancshares Inc.,United States,2018,32386,Finance,Major Banks
BWEN,Broadwind Inc.,United States,NA,348065,Capital Goods,Industrial Machinery/Components
BWFG,Bankwell Financial Group Inc.,United States,2014,12628,Finance,Major Banks
BXRX,Baudax Bio Inc.,United States,NA,816647,Health Care,Major Pharmaceuticals
BYFC,Broadway Financial Corporation,United States,NA,302943,Finance,Savings Institutions
BYND,Beyond Meat Inc.,United States,2019,1873682,Consumer Non-Durables,Specialty Foods
CAAS,China Automotive Systems Inc.,China,NA,72261,Capital Goods,Auto Parts:O.E.M.
CABA,Cabaletta Bio Inc.,United States,2019,94700,Health Care,Major Pharmaceuticals
CAC,Camden National Corporation,United States,NA,34696,Finance,Major Banks
CACC,Credit Acceptance Corporation,United States,1992,54779,Finance,Finance: Consumer Services
CAHC,CA Healthcare Acquisition Corp. Class A,United States,2021,40445,NA,NA
CAKE,Cheesecake Factory Incorporated (The),United States,1992,683106,Consumer Services,Restaurants
CALA,Calithera Biosciences Inc.,United States,2014,488717,Health Care,Major Pharmaceuticals
CALB,California BanCorp,United States,NA,29739,Finance,Major Banks
CALM,Cal-Maine Foods Inc.,United States,1996,228095,NA,NA
CAPA,HighCape Capital Acquisition Corp. Class A,United States,2020,288105,NA,NA
CAPR,Capricor Therapeutics Inc.,United States,NA,189852,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAR,Avis Budget Group Inc.,United States,NA,1243381,Miscellaneous,Rental/Leasing Companies
CARA,Cara Therapeutics Inc.,United States,2014,823785,Health Care,Major Pharmaceuticals
CARE,Carter Bankshares Inc.,United States,NA,65162,Finance,Major Banks
CARG,CarGurus Inc. Class A,United States,2017,1493511,NA,NA
CARV,Carver Bancorp Inc.,United States,NA,147111,Finance,Savings Institutions
CASA,Casa Systems Inc.,United States,2017,225199,Technology,Radio And Television Broadcasting And Communications Equipment
CASI,CASI Pharmaceuticals Inc.,United States,NA,1682874,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,Cass Information Systems Inc,United States,NA,70176,Miscellaneous,Business Services
CASY,Casey's General Stores Inc.,United States,1983,107452,Consumer Services,Food Chains
CATB,Catabasis Pharmaceuticals Inc.,United States,2015,292587,Health Care,Major Pharmaceuticals
CATC,Cambridge Bancorp,United States,NA,22048,Finance,Major Banks
CATY,Cathay General Bancorp,United States,NA,324284,Finance,Major Banks
CBAN,Colony Bankcorp Inc.,United States,NA,37504,Finance,Major Banks
CBAT,CBAK Energy Technology Inc.,China,NA,1413252,Capital Goods,Electrical Products
CBAY,CymaBay Therapeutics Inc.,United States,NA,496482,Health Care,Major Pharmaceuticals
CBFV,CB Financial Services Inc.,United States,NA,10718,Finance,Major Banks
CBIO,Catalyst Biosciences Inc.,United States,NA,507619,Health Care,Major Pharmaceuticals
CBLI,Cleveland BioLabs Inc.,United States,2006,63119,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CBMB,CBM Bancorp Inc.,United States,2018,233,Finance,Commercial Banks
CBNK,Capital Bancorp Inc.,United States,2018,142522,Finance,Major Banks
CBRL,Cracker Barrel Old Country Store Inc,United States,1981,175251,Consumer Services,Restaurants
CBSH,Commerce Bancshares Inc.,United States,NA,389060,Finance,Major Banks
CBTX,CBTX Inc.,United States,2017,51322,Finance,Major Banks
CCB,Coastal Financial Corporation,United States,2018,14044,Finance,Commercial Banks
CCBG,Capital City Bank Group,United States,NA,23292,Finance,Major Banks
CCCC,C4 Therapeutics Inc.,United States,2020,147810,Health Care,Major Pharmaceuticals
CCD,Calamos Dynamic Convertible & Income Fund,United States,NA,89844,NA,NA
CCMP,CMC Materials Inc.,United States,2000,117758,Technology,Semiconductors
CCNC,Code Chain New Continent Limited,China,2015,788879,Capital Goods,Building Products
CCNE,CNB Financial Corporation,United States,NA,42023,Finance,Major Banks
CCRN,Cross Country Healthcare Inc. $0.0001 Par Value,United States,2001,162152,Technology,Professional Services
CCXI,ChemoCentryx Inc.,United States,2012,413649,Health Care,Major Pharmaceuticals
CDAK,Codiak BioSciences Inc.,United States,2020,1134431,Consumer Durables,Specialty Chemicals
CDEV,Centennial Resource Development Inc. Class A,United States,2016,3943441,Energy,Oil & Gas Production
CDK,CDK Global Inc.,United States,NA,500870,Technology,Retail: Computer Software & Peripheral Equipment
CDLX,Cardlytics Inc.,United States,2018,206110,Technology,EDP Services
CDMO,Avid Bioservices Inc.,United States,NA,336982,Health Care,Major Pharmaceuticals
CDNA,CareDx Inc.,United States,2014,445115,Health Care,Medical Specialities
CDNS,Cadence Design Systems Inc.,United States,NA,1991967,Technology,Computer Software: Prepackaged Software
CDTX,Cidara Therapeutics Inc.,United States,2015,430181,Health Care,Major Pharmaceuticals
CDW,CDW Corporation,United States,2013,775245,Technology,EDP Services
CDXC,ChromaDex Corporation,United States,NA,338337,Consumer Durables,Specialty Chemicals
CDXS,Codexis Inc.,United States,2010,406329,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDZI,CADIZ Inc.,United States,NA,354095,Public Utilities,Water Supply
CECE,CECO Environmental Corp.,United States,NA,61852,Capital Goods,Pollution Control Equipment
CELC,Celcuity Inc.,United States,2017,63719,Health Care,Medical Specialities
CELH,Celsius Holdings Inc.,United States,NA,572600,Consumer Non-Durables,Beverages (Production/Distribution)
CEMI,Chembio Diagnostics Inc.,United States,NA,546335,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CENT,Central Garden & Pet Company,United States,1993,53803,NA,NA
CENTA,Central Garden & Pet Company Class A Nonvoting,United States,NA,107180,NA,NA
CENX,Century Aluminum Company,United States,1996,1087484,Basic Industries,Aluminum
CERC,Cerecor Inc.,United States,2015,450723,Health Care,Major Pharmaceuticals
CERE,Cerevel Therapeutics Holdings Inc.,United States,2020,179561,Consumer Durables,Specialty Chemicals
CERN,Cerner Corporation,United States,1986,1228056,Health Care,Managed Health Care
CERS,Cerus Corporation,United States,1997,1304664,Health Care,Major Pharmaceuticals
CERT,Certara Inc.,United States,2020,356310,Consumer Durables,Specialty Chemicals
CETX,Cemtrex Inc.,United States,NA,387226,Technology,EDP Services
CEVA,CEVA Inc.,United States,NA,77924,Technology,Semiconductors
CFAC,CF Finance Acquisition Corp. III,United States,2021,225229,NA,NA
CFB,CrossFirst Bankshares Inc.,United States,2019,144114,Finance,Commercial Banks
CFBK,CF Bankshares Inc.,United States,NA,1596,NA,NA
CFFI,C&F Financial Corporation,United States,NA,13247,Finance,Major Banks
CFFN,Capitol Federal Financial Inc.,United States,NA,509676,Finance,Savings Institutions
CFMS,Conformis Inc.,United States,2015,2050195,Health Care,Medical/Dental Instruments
CFRX,ContraFect Corporation,United States,2014,348845,Health Care,Major Pharmaceuticals
CFV,CF Acquisition Corp. V Class A,United States,2021,5635,Finance,Business Services
CFVI,CF Acquisition Corp. VI Class A,United States,2021,1,Finance,Business Services
CG,The Carlyle Group Inc.,United States,2012,1114551,Finance,Investment Managers
CGBD,TCG BDC Inc.,United States,2017,129761,Finance,Finance Companies
CGEM,Cullinan Oncology Inc.,United States,2021,113300,Health Care,Major Pharmaceuticals
CGNX,Cognex Corporation,United States,1989,915489,Capital Goods,Industrial Machinery/Components
CGO,Calamos Global Total Return Fund,United States,2005,18989,Finance,Investment Managers
CGRN,Capstone Green Energy Corporation,United States,NA,112693,NA,NA
CHCI,Comstock Holding Companies Inc. Class A,United States,2004,11606,Consumer Services,Building operators
CHCO,City Holding Company,United States,NA,56518,Finance,Major Banks
CHDN,Churchill Downs Incorporated,United States,NA,189059,Consumer Services,Services-Misc. Amusement & Recreation
CHEF,The Chefs' Warehouse Inc.,United States,2011,294920,Consumer Non-Durables,Food Distributors
CHFS,CHF Solutions Inc.,United States,NA,118676,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHI,Calamos Convertible Opportunities and Income Fund,United States,2002,140083,Finance,Investment Managers
CHK,Chesapeake Energy Corporation,United States,NA,471686,Energy,Oil & Gas Production
CHMA,Chiasma Inc.,United States,2015,2474825,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,United States,NA,12332,Finance,Major Banks
CHNG,Change Healthcare Inc.,United States,2019,1617416,Health Care,Managed Health Care
CHNR,China Natural Resources Inc.,Hong Kong,NA,490513,Basic Industries,Precious Metals
CHPM,CHP Merger Corp. Class A,United States,2020,266604,NA,NA
CHRS,Coherus BioSciences Inc.,United States,2014,692853,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc.,United States,1997,840118,Transportation,Oil Refining/Marketing
CHTR,Charter Communications Inc. Class A New,United States,NA,708353,Consumer Services,Television Services
CHUY,Chuy's Holdings Inc.,United States,2012,153058,Consumer Services,Restaurants
CHW,Calamos Global Dynamic Income Fund,United States,2007,127164,Finance,Investment Managers
CHX,ChampionX Corporation,United States,NA,1185167,Capital Goods,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund,United States,2003,156632,Finance,Investment Managers
CIDM,Cinedigm Corp. Class A,United States,NA,42073603,Consumer Services,Movies/Entertainment
CINF,Cincinnati Financial Corporation,United States,NA,528102,Finance,Property-Casualty Insurers
CIVB,Civista Bancshares Inc.,United States,NA,74706,Finance,Major Banks
CIZN,Citizens Holding Company,United States,NA,7015,Finance,Major Banks
CJJD,China Jo-Jo Drugstores Inc.,China,NA,127890,Health Care,Other Pharmaceuticals
CKPT,Checkpoint Therapeutics Inc.,United States,NA,558196,Health Care,Major Pharmaceuticals
CLAR,Clarus Corporation,United States,NA,159220,Consumer Non-Durables,Recreational Products/Toys
CLBK,Columbia Financial Inc.,United States,2018,123545,Finance,Commercial Banks
CLBS,Caladrius Biosciences Inc.,United States,NA,383944,Health Care,Managed Health Care
CLDB,Cortland Bancorp,United States,NA,444,Finance,Savings Institutions
CLFD,Clearfield Inc.,United States,NA,632783,Public Utilities,Telecommunications Equipment
CLIR,ClearSign Technologies Corporation,United States,2012,85111,Technology,Industrial Machinery/Components
CLNE,Clean Energy Fuels Corp.,United States,2007,4747710,Public Utilities,Natural Gas Distribution
CLNN,Clene Inc.,United States,NA,877877,Consumer Durables,Specialty Chemicals
CLOV,Clover Health Investments Corp. Class A,United States,NA,12229737,Health Care,Medical Specialities
CLPS,CLPS Incorporation,China,2018,88090,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc.,United States,NA,271070,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc. ,United States,NA,294168,Health Care,Major Pharmaceuticals
CLRM,Clarim Acquisition Corp. Class A,United States,2021,100000,Finance,Business Services
CLRO,ClearOne Inc. (DE),United States,NA,16453,Technology,Radio And Television Broadcasting And Communications Equipment
CLSD,Clearside Biomedical Inc.,United States,2016,190964,Health Care,Major Pharmaceuticals
CLSK,CleanSpark Inc.,United States,NA,1549692,Technology,Computer Software: Prepackaged Software
CLSN,Celsion Corporation,United States,NA,1483659,Health Care,Major Pharmaceuticals
CLVS,Clovis Oncology Inc.,United States,2011,2579786,Health Care,Major Pharmaceuticals
CLWT,Euro Tech Holdings Company Limited,Hong Kong,1997,58199,Capital Goods,Industrial Machinery/Components
CLXT,Calyxt Inc.,United States,2017,97197,Consumer Non-Durables,Food Distributors
CMCO,Columbus McKinnon Corporation,United States,1996,123199,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A,United States,NA,12252337,Consumer Services,Television Services
CME,CME Group Inc. Class A,United States,2002,1055337,NA,NA
CMII,CM Life Sciences II Inc. Class A,United States,2021,1620,NA,NA
CMLF,CM Life Sciences Inc. Class A,United States,2020,382617,NA,NA
CMLS,Cumulus Media Inc. Class A,United States,NA,50447,Consumer Services,Broadcasting
CMPI,Checkmate Pharmaceuticals Inc.,United States,2020,54719,Consumer Durables,Specialty Chemicals
CMRX,Chimerix Inc.,United States,2013,499628,Health Care,Major Pharmaceuticals
CMTL,Comtech Telecommunications Corp.,United States,NA,112702,Technology,Radio And Television Broadcasting And Communications Equipment
CNBKA,Century Bancorp Inc. Class A,United States,1987,18658,Finance,Major Banks
CNCE,Concert Pharmaceuticals Inc.,United States,2014,207424,Health Care,Major Pharmaceuticals
CNDT,Conduent Incorporated,United States,NA,1012378,Technology,Retail: Computer Software & Peripheral Equipment
CNET,ZW Data Action Technologies Inc.,China,NA,450037,Technology,Advertising
CNFR,Conifer Holdings Inc.,United States,2015,23034,Finance,Property-Casualty Insurers
CNNB,Cincinnati Bancorp Inc.,United States,2020,477,Finance,Commercial Banks
CNOB,ConnectOne Bancorp Inc.,United States,NA,163557,Finance,Major Banks
CNSL,Consolidated Communications Holdings Inc.,United States,2005,363115,Public Utilities,Telecommunications Equipment
CNSP,CNS Pharmaceuticals Inc.,United States,2019,101247,Health Care,Major Pharmaceuticals
CNST,Constellation Pharmaceuticals Inc.,United States,2018,392657,Health Care,Major Pharmaceuticals
CNTY,Century Casinos Inc.,United States,NA,135654,Consumer Services,Hotels/Resorts
CNXC,Concentrix Corporation,United States,NA,120136,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc.,United States,NA,54602,Technology,Retail: Computer Software & Peripheral Equipment
COCP,Cocrystal Pharma Inc.,United States,NA,382997,Health Care,Major Pharmaceuticals
CODX,Co-Diagnostics Inc.,United States,2017,570185,Health Care,Medical/Dental Instruments
COFS,ChoiceOne Financial Services Inc.,United States,NA,25438,Finance,Major Banks
COGT,Cogent Biosciences Inc.,United States,2018,116448,Health Care,Major Pharmaceuticals
COHR,Coherent Inc.,United States,NA,348511,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,Cohu Inc.,United States,NA,340097,Capital Goods,Electrical Products
COIN,Coinbase Global Inc. Class A,United States,NA,9872500,Technology,EDP Services
COKE,Coca-Cola Consolidated Inc.,United States,1972,17958,Consumer Non-Durables,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc.,United States,1992,462622,Finance,Major Banks
COLI,Colicity Inc. Class A,United States,2021,57766,NA,NA
COLL,Collegium Pharmaceutical Inc.,United States,2015,188358,Health Care,Major Pharmaceuticals
COLM,Columbia Sportswear Company,United States,1998,531605,Consumer Non-Durables,Apparel
COMM,CommScope Holding Company Inc.,United States,2013,1281078,Technology,Radio And Television Broadcasting And Communications Equipment
COMS,ComSovereign Holding Corp.,United States,NA,773568,Consumer Services,Telecommunications Equipment
CONE,CyrusOne Inc,United States,2013,692869,Consumer Services,Real Estate Investment Trusts
CONN,Conn's Inc.,United States,2003,296410,Consumer Services,Consumer Electronics/Video Chains
CONX,CONX Corp. Class A,United States,2020,252849,NA,NA
COOP,Mr. Cooper Group Inc.,United States,NA,675939,Finance,Finance: Consumer Services
CORE,Core Mark Holding Co Inc,United States,NA,232913,Consumer Non-Durables,Food Distributors
CORT,Corcept Therapeutics Incorporated,United States,2004,634587,Health Care,Major Pharmaceuticals
COUP,Coupa Software Incorporated,United States,2016,774476,Technology,Computer Software: Prepackaged Software
COWN,Cowen Inc. Class A,United States,NA,698373,Finance,Investment Bankers/Brokers/Service
CPHC,Canterbury Park Holding Corporation 'New',United States,NA,348,Consumer Services,Services-Misc. Amusement & Recreation
CPIX,Cumberland Pharmaceuticals Inc.,United States,2009,18961,Health Care,Major Pharmaceuticals
CPRT,Copart Inc. (DE),United States,1994,936238,Miscellaneous,Business Services
CPRX,Catalyst Pharmaceuticals Inc.,United States,2006,1034085,Health Care,Major Pharmaceuticals
CPSH,CPS Technologies Corp.,United States,NA,556781,NA,NA
CPSI,Computer Programs and Systems Inc.,United States,2002,62158,Technology,EDP Services
CPSS,Consumer Portfolio Services Inc.,United States,1992,9337,Finance,Diversified Financial Services
CPTA,Capitala Finance Corp.,United States,2013,81435,Finance,Trusts Except Educational Religious and Charitable
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,United States,2019,56672,Finance,Trusts Except Educational Religious and Charitable
CRAI,CRA International Inc.,United States,1998,24625,Miscellaneous,Other Consumer Services
